id	text_without_diac	text
382	??? ??? ??? ??? ?????? ? ??? ????? ? ?????? ??? ?????? ? ??? ????? ? ??????	?????? ?????? ?????? ?????? ?????????? ?? ??????? ???????? ?? ?????????? ?????? ?????????? ?? ??????? ???????? ?? ??????????
14944	???? ???? ???? ???? ???? ???? ??? ????? ????? ? ????? ?? ???? ?????  ??? ????? ????? ? ????? ?? ???? ?????	???????? ???????? ???????? ????????  ???????? ???????? ?????? ?????????? ???????? ?? ???????? ??? ????????? ????????? ?????? ?????????? ???????? ?? ???????? ??? ????????? ?????????
20604	??? ????? ??? ????? ??? ????? ?? ???? ???? ??? ?? ???? ??? ???? ?? ???? ???? ??? ?? ???? ??? ????	?????? ???????? ?????? ???????? ?????? ???????? ??? ???????? ??????? ?????? ??? ??????? ?????? ??????? ??? ???????? ??????? ?????? ??? ??????? ?????? ???????
19551	???????? ???????? ???????? ????? ???????? ?? ?????????? ????? ???????? ?? ??????????	?????????????? ?????????????? ?????????????? ???????? ?????????????? ??? ????????????????? ???????? ?????????????? ??? ?????????????????
21158	????? ????? ????? ????? ????? ?????? ???? ???? ????? ????? ?????? ???? ????	????????? ????????? ????????? ???????? ????????? ??????????? ??????? ??????? ???????? ????????? ??????????? ??????? ???????
482	?? ?? ?? ????? ?? ?? ???? ????? ????? ?? ?? ???? ?????	???? ???? ???? ???????? ???? ??? ??????? ????????? ???????? ???? ??? ??????? ?????????
14955	??? ??????? ??? ??????? ??? ??????? ???? ???? ???? ?? ??? ??????? ???? ???? ???? ?? ??? ???????	?????? ???????????? ?????? ???????????? ?????? ???????????? ?????? ??????? ??????? ??? ?????? ???????????? ?????? ??????? ??????? ??? ?????? ????????????
14822	?????? ?????? ?????? ?? ????? ???? ???? ???????? ?????? ?? ????? ???? ???? ???????? ??????	?????????? ?????????? ?????????? ???? ????????? ??????? ???????? ????????????? ??????????? ???? ????????? ??????? ???????? ????????????? ???????????
14879	??? ??? ??? ?? ???? ???? ???? ?????? ???????? ?? ???? ???? ???? ?????? ????????	?????? ?????? ?????? ???? ??????? ??????? ???????? ?????????? ??????????????? ???? ??????? ??????? ???????? ?????????? ???????????????
14881	??? ????? ??? ????? ??? ????? ??? ????? ?? ????? ????? ?????? ??? ????? ?? ????? ????? ??????	??????? ????????? ??????? ????????? ??????? ????????? ??????? ????????? ???? ????????? ????????? ????????? ??????? ????????? ???? ????????? ????????? ?????????
14880	??? ????? ? ???? ??? ??? ????? ? ???? ??? ??? ????? ? ???? ??? ???? ?????? ?? ?????? ??? ????? ? ???? ????? ???? ?????? ?? ?????? ??? ????? ? ???? ?????	???????? ????????? ?? ???????? ?????? ???????? ????????? ?? ???????? ?????? ???????? ????????? ?? ???????? ?????? ??????? ??????????? ??? ?????????? ?????? ????????? ?? ??????? ?????? ??????? ??????????? ??? ?????????? ?????? ????????? ?? ??????? ??????
798	???? ???? ???? ?????? ???? ???? ?????? ???? ????	??????? ??????? ??????? ?????????? ??????? ??????? ?????????? ??????? ???????
19121	??? ??? ??? ???? ???? ??? ?? ?????? ?????? ???? ???? ??? ?? ?????? ??????	?????? ?????? ?????? ??????? ??????? ????? ?? ???????? ?????????? ??????? ??????? ????? ?? ???????? ??????????
19651	???? ???? ???? ???? ???? ???? ???? ???? ???? ???? ???? ????	??????? ????????? ??????? ????????? ??????? ????????? ??????? ????????? ????????? ??????? ????????? ?????????
802	????? ????? ????? ???? ??? ??? ????? ???? ??? ??? ?????	???????? ???????? ???????? ??????? ?????? ????? ???????? ??????? ?????? ????? ????????
803	????? ????? ????? ????? ???? ???? ??????? ????? ???? ???? ???????	????????? ????????? ????????? ???????? ??????? ???????? ???????????? ???????? ??????? ???????? ????????????
804	???? ???? ???? ????? ???? ?? ???? ????? ???? ?? ????	????????? ????????? ????????? ????????? ????????? ???? ??????? ????????? ????????? ???? ???????
805	???? ???? ???? ???? ?????? ???? ??????	????????? ????????? ????????? ????????? ?????????? ????????? ??????????
810	??????? ??????? ??????? ???? ??????? ???? ???????	???????????? ???????????? ???????????? ??????? ???????????? ??????? ????????????
21385	????? ????? ????? ??? ????? ??? ???? ??? ?????? ??? ????? ??? ???? ??? ??????	????????? ????????? ????????? ?????? ????????? ????? ???????? ?????? ?????????? ?????? ????????? ????? ???????? ?????? ??????????
14920	??????? ??????? ??????? ???? ??????? ???  ???? ??????? ???	????????????? ????????????? ????????????? ??????? ????????????? ????? ??????? ????????????? ?????
20427	??????? ??????? ??????? ?? ????? ?? ???? ???? ????? ??????? ?? ????? ?? ???? ???? ????? ???????	??????????? ??????????? ??????????? ??? ?????????? ???? ??????? ??????? ????????? ??????????? ??? ?????????? ???? ??????? ??????? ????????? ???????????
753	???? ???? ???? ???? ??? ?? ???? ????? ???? ??? ?? ???? ?????	????????? ????????? ????????? ????????? ?????? ??? ??????? ?????????? ????????? ?????? ??? ??????? ??????????
21038	???? ???? ???? ???? ?????? ?????  ???? ?????? ?????	?????? ?????? ?????? ?????? ?????????? ??????????  ?????? ?????????? ??????????
16347	??? ?????? ??? ?????? ??? ?????? ???? ????? ????? ?? ???????? ??? ??????  ?????? ???? ?? ??? ??????  ???? ????? ????? ?? ???????? ??? ??????  ?????? ???? ?? ??? ??????	????? ?????????? ????? ?????????? ????? ?????????? ??????? ???????? ???????? ??? ??????????? ?????? ??????????  ?????????? ??????? ???? ????? ?????????? ??????? ???????? ???????? ??? ????????  ?????? ??????????  ?????????? ??????? ???? ????? ??????????
14957	??? ??? ??? ??? ??? ??? ??? ??? ????? ? ????? ???? ????? ??? ???  ??? ??? ????? ? ????? ???? ????? ??? ???	?????? ?????? ?????? ?????? ?????? ?????? ?????? ?????? ???????? ?? ???????? ????????? ????????? ????? ?????? ?????? ?????? ???????? ?? ???????? ????????? ????????? ????? ??????
15520	??????? ??????? ??????? ??????? ?? ????? ???????? ????? ??????? ?? ????? ???????? ?????	???????????? ???????????? ???????????? ????????????? ??? ???????? ?????????????? ????????? ????????????? ??? ???????? ?????????????? ?????????
16765	????? ????? ????? ???? ???? ????? ????? ???? ???? ????? ?????	????????? ????????? ????????? ??????? ??????? ????????? ???????? ??????? ??????? ????????? ????????
15501	??? ??? ??? ????? ??? ??? ????? ????? ??? ??? ?????	????? ????? ?????? ????????? ?????? ????? ????????? ????????? ?????? ????? ?????????
18509	?? ??? ???? ?? ??? ???? ?? ??? ???? ???? ?? ??? ???? ???? ?? ??? ????	???? ??????? ??????? ???? ??????? ??????? ???? ??????? ??????? ???????? ???? ??????? ??????? ???????? ???? ??????? ???????
20237	????? ????? ????? ??????? ??? ???? ??? ????? ??????? ????? ??????? ??? ???? ??? ????? ??????? ?????	???????? ???????? ???????? ???????????? ??????? ??????? ????? ???????? ???????????? ????????? ???????????? ??????? ??????? ????? ???????? ???????????? ?????????
14858	??? ??? ??? ??? ??? ??? ????? ??????? ?? ????? ??? ??? ??? ??? ????? ??????? ?? ????? ???	????? ????? ????? ??????? ?????? ????? ????????? ???????????? ????? ?????? ????? ??????? ?????? ????? ????????? ???????????? ????? ?????? ?????
21591	???? ???? ???? ????? ?????? ??? ??? ??? ???? ?? ?????? ????? ?????? ??? ??? ??? ???? ?? ??????	??????? ??????? ??????? ????????? ???????????? ?????? ??????? ?????? ??????? ??? ?????????? ????????? ???????????? ?????? ??????? ?????? ??????? ??? ??????????
784	?????? ?????? ?????? ????? ?????? ????? ??????	?????????? ?????????? ?????????? ?????????? ?????????? ?????????? ??????????
811	??? ????? ??? ????? ??? ????? ??? ?????? ???? ????? ????? ??? ?????? ???? ????? ?????	??????????? ??????????? ??????????? ?????? ?????????? ??????? ?????????????? ?????? ?????????? ??????? ??????????????
20464	???? ???? ???? ???? ???? ???? ???? ???? ??? ?? ?????????? ???? ???? ??? ?? ??????????	??????? ??????? ??????? ??????? ??????? ??????? ??????? ??????? ?????? ??? ????????????????? ??????? ??????? ?????? ??? ?????????????????
19165	?????? ????? ?????? ????? ?????? ????? ?????? ????? ???? ????? ?????? ?????? ????? ???? ????? ??????	?????????? ????????? ?????????? ????????? ?????????? ????????? ?????????? ????????? ???????? ????????? ???????????? ?????????? ????????? ???????? ????????? ????????????
18601	??? ??? ??? ????? ??? ????? ???? ?? ???? ????? ??? ????? ???? ?? ????	????? ????? ????? ???????? ????? ????????? ??????? ??? ??????? ??????? ????? ????????? ??????? ??? ???????
706	???? ???? ???? ???? ???? ?? ????? ???????? ???? ???? ?? ????? ????????	???????? ???????? ???????? ??????? ???????? ??? ????????? ????????????? ??????? ???????? ??? ????????? ?????????????
14630	??? ??? ??? ??? ????? ????? ????? ?????  ??? ????? ????? ????? ?????	??????? ??????? ??????? ??????? ????????? ???????? ????????? ???????? ??????? ????????? ???????? ????????? ????????
21547	???? ???? ???? ????? ???? ???? ???? ????? ???? ???? ????	???????? ???????? ???????? ??????? ???????? ?????? ??????? ??????? ???????? ?????? ???????
14878	????? ????? ????? ????? ???? ???? ???? ??? ??? ????? ????? ???? ???? ???? ??? ??? ?????	????????? ????????? ????????? ????????? ???????? ????????? ??????? ?????? ?????? ????????? ????????? ???????? ????????? ??????? ?????? ?????? ?????????
284	???? ???? ???? ????? ???? ??? ? ???? ???? ???? ????? ???? ??? ? ???? ???? ????	????????? ????????? ????????? ????????? ???????? ?????? ?? ???????? ????????? ????????? ????????? ???????? ?????? ?? ???????? ????????? ?????????
18919	???? ??????? ???? ??????? ???? ??????? ???? ??????? ?? ???? ??????? ???? ??????? ?? ???? ???????	???????? ???????????? ???????? ???????????? ???????? ???????????? ??????? ?????????? ??? ???????? ???????????? ??????? ?????????? ??? ???????? ????????????
19509	????? ????? ????? ????? ?? ???? ?????? ????? ?? ???? ??????	??????????? ??????????? ??????????? ??????????? ???? ????????? ?????????? ??????????? ???? ????????? ??????????
19511	???? ???? ???? ????? ??????? ???? ??????? ????? ??????? ???? ???????	??????? ??????? ??????? ????????? ????????????? ??????? ???????????? ????????? ????????????? ??????? ????????????
19605	??? ????? ??? ????? ??? ????? ??? ?????? ????? ??? ??????? ??? ?????? ????? ??? ???????	?????? ????????? ?????? ????????? ?????? ????????? ????? ?????????? ?????????? ????? ???????????? ????? ?????????? ?????????? ????? ????????????
20665	????? ????? ????? ?? ????? ??? ?? ????? ???	???????? ???????? ???????? ???? ???????? ?????? ???? ???????? ??????
20935	????? ????? ????? ?? ????? ???????? ?? ????? ????????	????????? ????????? ????????? ???? ????????? ?????????????? ???? ????????? ??????????????
49	???? ?? ???? ? ????? ?? ???? ? ?????	?????? ???? ?????? ?? ???????? ???? ?????? ?? ????????
20513	????? ????? ????? ?? ????? ? ????? ????? ????? ?? ????? ? ????? ????? ?????	???????? ???????? ???????? ???? ???????? ?? ????????? ???????? ????????? ???? ???????? ?? ????????? ???????? ?????????
14967	???? ???? ???? ???? ???? ?? ?????? ???? ???? ?? ??????	???????? ???????? ???????? ??????? ???????? ??? ?????????? ??????? ???????? ??? ??????????
667	???? ???? ???? ???? ????? ???? ???? ?????? ???? ????? ???? ???? ??????	??????? ??????? ??????? ??????? ???????? ??????? ??????? ??????????? ??????? ???????? ??????? ??????? ????????????
20992	??? ?????? ??? ?????? ??? ?????? ????? ???? ?? ?????? ?????? ????? ???? ?? ?????? ??????	?????? ?????????? ?????? ?????????? ?????? ?????????? ???????? ??????? ???? ???????????? ?????????? ???????? ??????? ???? ???????????? ??????????
354	????? ????? ????? ????? ???? ???? ??? ??? ????? ????? ???? ???? ??? ??? ?????	????????? ????????? ????????? ?????? ????????? ?? ????????? ?????? ????????? ?? ?????????
598	???? ???? ??? ???? ???? ??? ???? ???? ??? ???? ?????? ?? ???? ???? ??????  ???? ???? ??? ???? ?????? ?? ???? ???? ??????  ???? ???? ???	???????? ???????? ?????? ???????? ???????? ?????? ???????? ???????? ?????? ?????????? ????????? ??? ????????? ??????? ??????????? ???????? ???????? ?????? ?????????? ????????? ??? ????????? ??????? ??????????? ???????? ???????? ??????
524	???? ???? ???? ???? ?? ????? ????????? ? ?????? ???? ?? ????? ????????? ? ??????	????????? ????????? ????????? ????????? ??? ????????? ?????????????? ?? ??????????? ????????? ??? ????????? ?????????????? ?? ???????????
18997	??? ??? ??? ??? ????? ?????? ??? ????? ??????	????? ????? ????? ????? ???????? ?????????? ????? ???????? ??????????
18356	??? ??? ??? ???? ?? ??? ???? ??? ???? ???? ?? ??? ???? ??? ????	?????? ?????? ?????? ???????? ????? ?????? ?????? ????? ?????? ???????? ????? ?????? ?????? ????? ??????
14631	?????? ?????? ?????? ??? ?????? ????? ????  ???? ??????  ??? ?????? ????? ????  ???? ??????	??????????? ??????????? ??????????? ?????? ???????????? ???????? ??????? ?????? ??????????? ?????? ???????????? ???????? ??????? ?????? ???????????
21248	?? ?? ?? ?? ?? ?? ???? ??? ???? ??? ??????? ?? ?? ???? ??? ???? ??? ??????? ?? ??	????? ????? ????? ????? ????? ????? ?????? ?????? ??????? ?????? ????????? ????? ????? ?????? ?????? ??????? ?????? ????????? ????? ?????
14780	??? ??? ??? ??? ??? ???? ??????? ?? ?????? ??? ??? ???? ??????? ?? ??????	????? ????? ????? ????? ????? ???????? ???????????? ?? ??????????? ????? ????? ???????? ???????????? ?? ???????????
14784	??? ???? ??? ???? ??? ???? ?????? ??? ??? ?????? ?????? ??? ??? ??????	????? ??????? ????? ??????? ????? ??????? ??????????? ?????????? ??????????? ??????????? ?????????? ???????????
696	???? ???? ???? ???? ?? ??? ?????? ???? ?? ??? ??????	?????? ?????? ?????? ?????? ??? ????? ?????????? ?????? ??? ????? ??????????
19482	????? ????? ????? ??? ????? ????? ?? ???? ??? ??? ????? ????? ?? ???? ???	????????? ????????? ????????? ?????? ????????? ????????? ???? ????????? ????? ?????? ????????? ????????? ???? ????????? ?????
135	???? ???? ???? ???? ????? ? ????????? ???? ????? ? ?????????	????????? ????????? ????????? ????????? ????????? ?? ???????????????? ????????? ????????? ?? ????????????????
136	???? ???? ???? ???? ????? ???? ???? ????? ????	????????? ????????? ????????? ????????? ??????? ????????? ????????? ???????
137	???? ???? ???? ???? ??? ???? ???? ???? ??? ???? ????	????????? ????????? ????????? ????????? ????? ??????? ??????? ????????? ????? ??????? ???????
139	???? ?? ?????? ???? ?? ?????? ???? ?? ?????? ????? ???????? ????? ??? ???? ?????? ????? ???????? ????? ??? ???? ??????	????????? ?? ??????????? ????????? ?? ??????????? ????????? ?? ??????????? ???????? ?????????????? ??????????? ???? ???????? ??????????? ???????? ?????????????? ??????????? ???? ???????? ???????????
288	???? ???? ???? ????? ???? ???? ? ???? ???? ????? ???? ???? ? ????	????????? ????????? ????????? ????????? ???????? ????????? ?? ????????? ????????? ????????? ???????? ????????? ?? ?????????
145	????? ????? ????? ????? ??????? ??????? ????? ??????? ???????	????????? ????????? ????????? ?????????? ???????????? ???????????? ?????????? ???????????? ????????????
150	???? ???? ???? ?????? ?????? ???? ?????? ?????? ????	????????? ????????? ????????? ????????? ?????????? ????????? ????????? ?????????? ?????????
155	???? ???? ???? ??? ?? ??????? ??? ?? ???????	????????? ????????? ????????? ?????? ??? ?????????????? ?????? ??? ??????????????
715	??????? ???? ??????? ???? ??????? ???? ?????? ???? ?? ???? ?????? ???? ?? ????	??????????? ??????? ??????????? ??????? ??????????? ??????? ??????????? ??????? ??? ??????? ??????????? ??????? ??? ???????
717	???? ???? ???? ???? ?????  ???? ?????	????????? ????????? ????????? ??????? ??????????? ??????? ???????????
718	?????? ?????? ?????? ??? ?????? ???? ??? ??? ?????? ???? ???	?????????? ?????????? ?????????? ?????? ?????????? ???????? ?????? ?????? ?????????? ???????? ??????
720	?????? ?????? ?????? ????? ???????? ? ????? ????? ???????? ? ?????	??????????? ??????????? ??????????? ??????????? ????????????? ?? ????????? ??????????? ????????????? ?? ?????????
721	????? ????? ????? ????? ? ??? ?????? ???? ????? ????? ? ??? ?????? ???? ?????	????????? ????????? ????????? ????????? ?? ?????? ??????????? ?????? ???????? ????????? ?? ?????? ??????????? ?????? ????????
723	????? ???????? ????? ???????? ????? ???????? ???? ???????? ?????????? ???? ???????? ??????????	????????? ????????????? ????????? ????????????? ????????? ????????????? ???????? ?????????????? ???????????????? ???????? ?????????????? ????????????????
725	???? ???? ???? ?? ???? ???? ?? ???? ????	????????? ????????? ????????? ??? ????????? ??????? ??? ????????? ???????
183	??? ???? ??? ???? ??? ???? ???? ????? ???? ?? ???? ???? ????? ???? ?? ????	?????????? ??????? ?????????? ??????? ?????????? ??????? ??????? ?????????? ??????? ????? ???????? ??????? ?????????? ??????? ????? ????????
209	???? ???? ???? ??? ???? ???? ??? ????? ??? ???? ???? ??? ?????	???????? ???????? ???????? ?????? ???????? ???????? ?????? ???????? ?????? ???????? ???????? ?????? ????????
438	???? ???? ???? ???? ???? ???? ??????? ??? ??????? ????? ???? ??????? ??? ??????? ????? ????	????????? ??????? ????????? ??????? ????????? ??????? ???????????? ?????? ??????????? ??????????? ??????? ???????????? ?????? ??????????? ??????????? ???????
208	????? ??????? ????? ??????? ????? ??????? ??????? ???? ????? ??????? ?? ????? ??????? ???? ????? ??????? ?? ?????	????????? ???????????? ????????? ???????????? ????????? ???????????? ?????????? ?????? ????????? ???????????? ??? ???????? ?????????? ?????? ????????? ???????????? ??? ????????
564	???? ???? ???? ???? ?? ????? ???? ?? ?????	????????? ????????? ????????? ????????? ??? ???????? ????????? ??? ????????
21605	??? ????? ??? ????? ??? ????? ??? ????? ??? ???? ??? ?????? ??? ????? ??? ???? ??? ??????	????? ???????? ????? ???????? ????? ???????? ????? ???????? ????? ?????? ?????? ?????????? ????? ???????? ????? ?????? ?????? ??????????
18169	????? ????? ????? ??????? ???????? ??????? ??? ?????? ?????  ????? ???? ?????  ??????? ???????? ??????? ??? ?????? ?????  ????? ???? ?????	?????????? ?????????? ?????????? ???????????? ?????????????? ????????????? ?????? ???????????? ????????? ???????? ??????? ????????? ???????????? ?????????????? ????????????? ?????? ???????????? ????????? ???????? ??????? ?????????
18455	???? ???? ???? ???? ???? ??? ?????? ???? ???? ??? ??????	???????? ???????? ???????? ??????? ???????? ?????? ?????????? ??????? ???????? ?????? ??????????
19075	????? ????? ????? ???? ????? ????? ?? ????????? ???? ????? ????? ?? ?????????	????????? ????????? ????????? ???????? ???????? ????????? ?? ???????????? ???????? ???????? ????????? ?? ????????????
21372	?????? ?????? ?????? ????? ?? ??? ?? ???????? ????? ?? ??? ?? ????????	?????????? ?????????? ?????????? ???????? ??? ?????? ???? ?????????? ???????? ??? ?????? ???? ??????????
33	?? ????? ?? ?? ?????? ????? ?? ?? ??????	???? ???????? ???? ??? ???????????? ???????? ???? ??? ????????????
18993	????? ?????? ????? ?????? ????? ?????? ????? ???? ?? ????? ?????? ????? ???? ?? ????? ??????	????????? ?????????? ????????? ?????????? ????????? ?????????? ???????? ??????? ??? ????????? ?????????? ???????? ??????? ??? ????????? ??????????
19005	???? ???? ???? ????? ??? ???? ???? ???? ?? ????? ???? ????? ??? ???? ???? ???? ?? ????? ????	??????? ??????? ??????? ???????? ?????? ??????? ??????? ??????? ????? ?????????? ??????? ???????? ?????? ??????? ??????? ??????? ????? ?????????? ??????? 
21271	????? ????? ????? ??????? ???? ???? ??????? ??????? ???? ???? ???????	?????????? ?????????? ?????????? ????????????? ?????? ???????? ???????????? ????????????? ?????? ???????? ????????????
20555	????? ????? ????? ???? ? ??? ????? ????? ???? ? ??? ????? ?????	????????? ????????? ????????? ???????? ?? ?????? ???????? ????????? ???????? ?? ?????? ???????? ?????????
96	??? ??? ??? ??? ???? ????? ??? ???? ?????? ??? ???? ????? ??? ???? ??????	?????? ?????? ?????? ?????? ??????? ????????? ?????? ??????? ????????? ?????? ??????? ????????? ?????? ??????? ?????????
363	??? ??? ??? ???? ??? ????? ???? ??? ?????	?????? ?????? ?????? ??????? ?????? ???????? ??????? ?????? ????????
14938	???? ???? ???? ??? ???? ?????? ?????? ?????? ???? ?? ??? ???? ????????  ??? ???? ?????? ?????? ?????? ???? ?? ??? ???? ????????	???????? ???????? ???????? ????? ???????? ?????????? ???????????? ?????????? ???????? ???? ??????? ????????? ?????????????? ????? ???????? ?????????? ???????????? ?????????? ???????? ???? ??????? ????????? ??????????????
14950	???? ???????? ???? ???????? ???? ???????? ??? ??? ??????? ??? ???? ???? ?????????  ??? ??? ??????? ??? ???? ???? ?????????	?????? ?????????????? ?????? ?????????????? ?????? ?????????????? ????? ?????? ???????????? ????? ???????? ?????? ?????????????? ????? ?????? ???????????? ????? ???????? ?????? ??????????????
21072	?????? ?????? ?????? ???? ???? ???????? ?????? ???? ???? ???????? ??????	?????????? ?????????? ?????????? ???????? ??????? ????????????? ??????????? ???????? ??????? ????????????? ???????????
58	????? ????? ?? ????? ????? ?? ?????	?????????? ?????????? ???? ????????? ?????????? ???? ?????????
60	??????? ????????? ???????? ????? ?????? ????????? ???????? ????? ??????	???????????? ??????????????? ?????????????? ?????????? ?????????? ??????????????? ?????????????? ?????????? ??????????
61	???? ???? ?? ?????? ???? ?? ??????	???????? ???????? ???? ?????? ???????? ???? ??????
65	??? ??? ? ???? ???? ??? ? ???? ????	?????? ?????? ?? ??????? ??????? ?????? ?? ??????? ???????
70	????? ????? ?? ????? ? ??? ????? ?? ????? ? ???	?????????? ?????????? ???? ???????? ?? ?????? ?????????? ???? ???????? ?? ??????
71	???? ??????? ?????? ???? ?? ????????? ??????? ?????? ???? ?? ?????????	????????? ??????????? ???????????? ???????? ??? ??????????????? ??????????? ???????????? ???????? ??? ???????????????
72	????? ?????? ???? ???? ?????? ???? ????	???????? ?????????? ??????? ?????? ?????????? ??????? ??????
18132	???? ???? ???? ?? ???? ??????  ???? ??? ?? ???? ?? ???? ??????  ???? ??? ?? ????	????????? ????????? ????????? ??? ????????? ??????????? ????????? ????? ???? ???????? ??? ????????? ??????????? ????????? ????? ???? ????????
76	???? ???? ???? ???? ???? ???? ???? ???? ?? ?????? ???? ???? ?? ??????	????????? ?????? ????????? ?????? ????????? ?????? ????????? ?????? ??? ???????????? ????????? ?????? ??? ????????????
77	???? ??? ?? ???? ???? ??? ?? ?????? ???? ?? ???? ??? ?? ?????? ???? ??	????????? ????? ???? ?????? ????????? ????? ???? ?????? ??? ??????? ???? ????????? ????? ???? ?????? ??? ??????? ????
18137	???? ?????? ???? ?????? ???? ?????? ????? ???? ???????? ??? ???????? ? ???? ?????? ???? ?????  ????? ???? ???????? ??? ???????? ? ???? ?????? ???? ?????	????????? ???????????? ????????? ???????????? ????????? ???????????? ????????? ??????? ??????????????? ?????? ???????????? ?? ????????? ???????????? ??????? ????????  ????????? ??????? ??????????????? ?????? ???????????? ?? ????????? ???????????? ??????? ????????
18133	???? ?????? ???? ???? ?????? ???? ???? ?????? ???? ??? ??? ????  ?? ???? ????? ? ???? ?????? ???? ????? ?????  ??? ??? ????  ?? ???? ????? ? ???? ?????? ???? ????? ?????	????????? ??????????? ?????? ????????? ??????????? ?????? ????????? ??????????? ?????? ?????? ????? ???????? ??? ????????? ????????? ?? ????????? ??????????? ?????? ???????? ?????????? ?????? ????? ???????? ??? ????????? ????????? ?? ????????? ??????????? ?????? ???????? ??????????
18136	???? ?????? ????? ???? ?????? ????? ????? ??? ???? ?? ????? ?? ???? ?????? ????? ?????  ????? ?????? ????? ????? ??? ???? ?? ????? ?? ???? ?????? ????? ?????  ????? ?????? ?????	????????? ?????????? ?????????? ????????? ?????????? ?????????? ???????? ????? ???????? ??? ???????? ??? ????????? ????????? ???????? ???????????  ??????????? ?????????? ?????????? ???????? ????? ???????? ??? ???????? ??? ????????? ????????? ???????? ???????????  ??????????? ?????????? ??????????
78	???? ??? ???? ???? ????? ??? ???? ???? ????? ??? ????	????????? ???? ?????? ?????? ??????????? ???? ?????? ?????? ??????????? ???? ??????
18135	???? ????? ???? ????? ???? ????? ?? ????? ???? ?????  ???? ???? ??? ? ????? ?????  ?? ????? ???? ?????  ???? ???? ??? ? ????? ?????	????????? ????????? ????????? ????????? ????????? ????????? ??? ??????????? ?????? ???????? ?????? ???????? ?? ?????? ??????????? ????????? ??? ??????????? ?????? ???????? ?????? ???????? ?? ?????? ??????????? ?????????
79	???? ???? ?????? ????? ????? ???? ????? ???? ?????? ????? ????? ???? ????? ???? ??????	????????? ?????? ????????? ????????? ????????? ???????? ????????? ?????? ????????? ????????? ?????????? ???????? ??????????? ?????? ??????????
18134	???? ??????? ???? ??????? ???? ??????? ??? ??? ??? ???? ???? ???? ? ??? ????? ??????? ?? ?????? ????? ????????  ??? ??? ??? ???? ???? ???? ? ??? ????? ??????? ?? ?????? ????? ????????	????????? ??????????? ????????? ???????????? ????????? ??????????? ?????? ????? ?????? ??????? ??????? ??????? ?? ?????? ??????????? ???????????? ??? ??????????? ????????? ?????????????? ?????? ????? ?????? ??????? ??????? ??????? ?? ?????? ??????????? ???????????? ??? ??????????? ????????? ??????????????
777	?????? ?????? ?????? ?????? ?????? ?????? ??? ???? ???? ?????? ?????? ??? ???? ???? ?????? ??????	?????????? ??????????? ?????????? ??????????? ?????????? ??????????? ????? ????????? ??????? ?????????? ??????????? ????? ????????? ??????? ?????????? ???????????
19337	??? ??? ??? ??? ??? ??? ??? ????? ??????? ??????? ???? ?? ???? ??? ????? ??????? ??????? ???? ?? ????	????? ?????? ????? ?????? ????? ?????? ????? ????????? ??????????? ????????????? ?????? ??? ?????? ????? ????????? ??????????? ????????????? ?????? ??? ??????
19558	??? ???? ??? ???? ??? ???? ??????? ?????? ???? ???? ?? ????? ?? ????????? ??????? ?????? ???? ???? ?? ????? ?? ?????????	????? ??????? ????? ??????? ????? ??????? ????????????? ?????????? ??????? ??????? ???? ????????? ??? ??????????????? ????????????? ?????????? ??????? ??????? ???? ????????? ??? ???????????????
14966	????? ????? ????? ????? ????? ??? ????? ????? ????? ??? ?????	?????????? ?????????? ?????????? ??????????? ????? ?????? ?????? ?????????? ???????? ??????????? ????? ?????? ?????? ?????????? ????????
16132	???????? ???????? ???????? ????? ???? ???????? ???? ?????  ????? ???? ???????? ???? ?????	????????????? ????????????? ????????????? ???????? ?????? ????????????? ??????? ????????? ???????? ?????? ????????????? ??????? ?????????
21282	????? ??? ???????? ????? ??? ???????? ????? ??? ???????? ????? ??? ???????? ??????? ????? ??? ???????? ???????	?????????? ?????? ????????????? ?????????? ?????? ????????????? ?????????? ?????? ????????????? ?????????? ?????? ????????????? ???????????? ?????????? ?????? ????????????? ????????????
19522	?????? ?????? ?????? ?????????? ????? ????? ???? ?????????? ????? ????? ????	????????? ????????? ????????? ????????????????? ?????????? ???????? ??????? ????????????????? ?????????? ???????? ???????
19875	????? ????? ????? ????? ????? ???????? ????? ????? ????????	???????? ???????? ???????? ?????????? ?????????? ????????????? ?????????? ?????????? ?????????????
19920	????? ??? ????? ????? ??? ????? ????? ??? ????? ????? ??? ????? ????? ??? ????? ????? ??? ????? ????? ??? ?????	????????? ????? ???????? ????????? ????? ???????? ????????? ????? ???????? ???????? ?????? ????????? ?????????? ????? ???????? ???????? ?????? ????????? ?????????? ????? ????????
20926	??? ??????? ??? ??????? ??? ??????? ??????? ????? ??? ??????? ??????? ????? ??? ???????	?????? ????????????? ?????? ????????????? ?????? ????????????? ??????????? ?????????? ?????? ????????????? ??????????? ?????????? ?????? ?????????????
776	?????? ???? ?????? ???? ?????? ???? ????? ?????? ???? ? ??? ?????? ???? ????? ?????? ???? ? ??? ?????? ????	?????????? ??????? ?????????? ??????? ?????????? ??????? ?????????? ?????????? ??????? ?? ?????? ?????????? ?????? ?????????? ?????????? ??????? ?? ?????? ?????????? ??????
18308	???? ???? ???? ?????? ???? ??????? ?????? ???? ???????	??????? ??????? ??????? ?????????? ???????? ??????????? ?????????? ???????? ???????????
